TimeStamp,Latitude,Longitude,Velocity,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ,Current,Voltage
21:38:32.876613,0.0,0.0,0.0,612,-809,7829,-49,2,44,-580,-58,290,2.0445875,14.3
21:38:32.963245,0.0,0.0,0.0,619,-814,7832,-51,2,45,-585,-49,289,2.036625,14.3
21:38:33.043317,0.0,0.0,0.0,607,-814,7832,-50,2,46,-580,-54,290,2.03435,14.3
21:38:33.125862,0.0,0.0,0.0,626,-807,7826,-50,3,46,-577,-59,293,2.0389,14.3
21:38:33.210855,0.0,0.0,0.0,612,-821,7832,-51,0,46,-585,-47,291,2.0514125,14.3
21:38:33.296152,0.0,0.0,0.0,607,-816,7850,-50,3,46,-576,-50,298,2.045725,14.3
21:38:33.407426,0.0,0.0,0.0,617,-816,7838,-48,3,47,-579,-45,289,2.04345,14.3
21:38:33.473907,0.0,0.0,0.0,613,-813,7824,-53,2,46,-580,-52,288,2.045725,14.3
21:38:33.563260,0.0,0.0,0.0,611,-814,7856,-50,2,46,-577,-57,293,2.0468625,14.3
21:38:33.630252,0.0,0.0,0.0,616,-808,7833,-50,4,46,-585,-53,285,2.05255,14.3
21:38:33.729510,0.0,0.0,0.0,607,-815,7824,-52,3,45,-578,-52,288,2.0491375,14.3
21:38:33.795413,0.0,0.0,0.0,616,-810,7840,-51,1,46,-578,-54,284,2.050275,14.3
21:38:33.895326,0.0,0.0,0.0,611,-820,7843,-49,4,47,-578,-50,290,2.0536875,14.3
21:38:33.995419,0.0,0.0,0.0,622,-818,7820,-50,2,44,-580,-54,292,2.0536875,14.3
21:38:34.095700,0.0,0.0,0.0,609,-812,7840,-51,2,45,-576,-48,282,2.050275,14.3
21:38:34.181287,0.0,0.0,0.0,613,-814,7838,-50,2,47,-577,-47,285,2.048,14.3
21:38:34.280262,0.0,0.0,0.0,613,-810,7839,-51,2,47,-582,-50,292,2.0491375,14.3
21:38:34.397326,0.0,0.0,0.0,607,-811,7842,-50,2,45,-582,-60,290,2.0559625,14.3
21:38:34.503500,0.0,0.0,0.0,617,-808,7830,-52,4,46,-574,-50,286,2.0514125,14.3
21:38:34.582791,0.0,0.0,0.0,613,-819,7828,-51,2,45,-578,-42,292,2.0468625,14.3
21:38:34.670244,0.0,0.0,0.0,619,-803,7827,-52,1,46,-579,-53,283,2.0400375,14.3
21:38:34.748885,0.0,0.0,0.0,613,-814,7847,-50,3,46,-583,-55,283,2.0377625,14.3
21:38:34.835910,0.0,0.0,0.0,607,-818,7829,-51,2,46,-575,-49,289,2.0423125,14.3
21:38:34.920083,0.0,0.0,0.0,618,-812,7824,-50,4,47,-579,-45,281,2.048,14.3
21:38:35.029275,0.0,0.0,0.0,606,-820,7828,-52,1,47,-578,-52,282,2.0491375,14.3
21:38:35.088901,0.0,0.0,0.0,616,-815,7838,-49,2,46,-576,-54,288,2.054825,14.3
21:38:35.190670,0.0,0.0,0.0,614,-807,7833,-51,2,45,-578,-52,292,2.05255,14.3
21:38:35.300345,0.0,0.0,0.0,611,-819,7833,-51,2,45,-576,-60,288,2.0468625,14.3
21:38:35.432154,0.0,0.0,0.0,614,-810,7844,-51,3,46,-577,-47,285,2.050275,14.3
21:38:35.507206,0.0,0.0,0.0,614,-825,7830,-51,3,44,-583,-47,285,2.0445875,14.3
21:38:35.588177,0.0,0.0,0.0,615,-809,7841,-49,3,46,-577,-53,289,2.03435,14.3
21:38:35.669351,0.0,0.0,0.0,615,-813,7823,-51,2,46,-580,-52,284,2.0389,14.3
21:38:35.752479,0.0,0.0,0.0,614,-809,7830,-51,1,45,-580,-44,288,2.036625,14.3
21:38:35.836987,0.0,0.0,0.0,611,-812,7841,-50,3,45,-579,-51,287,2.0423125,14.3
21:38:35.948009,0.0,0.0,0.0,610,-818,7824,-53,2,46,-576,-48,278,2.0491375,14.3
21:38:36.016518,0.0,0.0,0.0,615,-810,7832,-52,1,46,-592,-52,288,2.0559625,14.3
21:38:36.110865,0.0,0.0,0.0,614,-815,7830,-52,1,46,-578,-52,282,2.0571,14.3
21:38:36.241190,0.0,0.0,0.0,614,-812,7840,-50,2,46,-580,-50,286,2.050275,14.3
21:38:36.351770,0.0,0.0,0.0,609,-812,7832,-50,2,46,-571,-51,281,2.06165,14.3
21:38:36.408388,0.0,0.0,0.0,622,-815,7832,-50,1,46,-590,-46,284,2.0582375,14.3
21:38:36.519092,0.0,0.0,0.0,611,-812,7841,-52,2,45,-577,-59,287,2.054825,14.3
21:38:36.606402,0.0,0.0,0.0,609,-823,7833,-50,3,45,-566,-58,284,2.0536875,14.3
21:38:36.702206,0.0,0.0,0.0,621,-808,7838,-50,3,45,-583,-55,287,2.0582375,14.3
21:38:36.799931,0.0,0.0,0.0,614,-820,7837,-50,2,45,-573,-53,287,2.0389,14.3
21:38:36.912107,0.0,0.0,0.0,616,-812,7829,-49,2,47,-582,-44,288,2.0536875,14.3
21:38:37.007452,0.0,0.0,0.0,614,-814,7825,-50,3,46,-588,-50,282,2.0571,14.3
21:38:37.104749,0.0,0.0,0.0,613,-816,7844,-49,3,46,-576,-48,288,2.0468625,14.3
21:38:37.200354,0.0,0.0,0.0,611,-816,7830,-50,3,46,-575,-49,287,2.041175,14.3
21:38:37.300543,0.0,0.0,0.0,613,-810,7831,-51,1,47,-583,-47,285,2.050275,14.3
21:38:37.428253,0.0,0.0,0.0,610,-811,7829,-50,3,46,-582,-48,282,2.0559625,14.3
21:38:37.494928,0.0,0.0,0.0,618,-813,7835,-50,3,47,-579,-51,281,2.0491375,14.3
21:38:37.575927,0.0,0.0,0.0,607,-816,7841,-50,3,45,-578,-52,282,2.06165,14.3
21:38:37.674935,0.0,0.0,0.0,610,-813,7838,-49,3,46,-580,-56,290,2.0582375,14.3
21:38:37.734736,0.0,0.0,0.0,614,-815,7827,-52,4,47,-580,-56,284,2.0536875,14.3
21:38:37.839116,0.0,0.0,0.0,610,-818,7819,-50,2,46,-579,-51,289,2.05255,14.3
21:38:37.937333,0.0,0.0,0.0,614,-816,7844,-51,1,46,-581,-51,281,2.0389,14.3
21:38:38.026678,0.0,0.0,0.0,615,-812,7842,-51,2,47,-578,-52,286,2.04345,14.3
21:38:38.130055,0.0,0.0,0.0,611,-819,7847,-51,2,46,-591,-53,287,2.045725,14.3
21:38:38.254566,0.0,0.0,0.0,611,-813,7851,-50,2,46,-576,-60,280,2.0423125,14.3
21:38:38.321968,0.0,0.0,0.0,609,-809,7835,-50,3,46,-575,-51,279,2.05255,14.3
21:38:38.404273,0.0,0.0,0.0,615,-811,7829,-51,2,46,-576,-50,286,2.0491375,14.3
21:38:38.504414,0.0,0.0,0.0,611,-810,7827,-51,2,45,-579,-57,283,2.041175,14.3
21:38:38.559935,0.0,0.0,0.0,618,-815,7841,-51,3,46,-587,-55,285,2.0423125,14.3
21:38:38.665849,0.0,0.0,0.0,614,-813,7841,-51,2,44,-588,-52,288,2.041175,14.3
21:38:38.765898,0.0,0.0,0.0,615,-820,7829,-50,3,45,-570,-56,282,2.054825,14.3
21:38:38.855170,0.0,0.0,0.0,617,-812,7835,-50,3,45,-579,-57,279,2.036625,14.3
21:38:38.957034,0.0,0.0,0.0,608,-817,7833,-49,2,45,-570,-50,280,2.0491375,14.3
21:38:39.052857,0.0,0.0,0.0,617,-820,7833,-49,4,46,-582,-56,282,2.054825,14.3
21:38:39.169689,0.0,0.0,0.0,617,-819,7822,-51,2,45,-581,-49,281,2.0514125,14.3
21:38:39.284212,0.0,0.0,0.0,617,-810,7833,-51,2,46,-579,-51,277,2.0423125,14.3
21:38:39.338113,0.0,0.0,0.0,616,-820,7833,-51,3,46,-570,-58,282,2.0445875,14.3
21:38:39.444305,0.0,0.0,0.0,616,-815,7829,-51,2,46,-581,-43,283,2.04345,14.3
21:38:39.521352,0.0,0.0,0.0,617,-817,7831,-50,2,47,-580,-48,286,2.050275,14.3
21:38:39.656499,0.0,0.0,0.0,619,-824,7839,-51,2,47,-576,-52,286,2.05255,14.3
21:38:39.754448,0.0,0.0,0.0,618,-808,7840,-51,2,46,-583,-53,281,2.0491375,14.3
21:38:39.872288,0.0,0.0,0.0,610,-818,7830,-50,2,45,-572,-50,282,2.0468625,14.3
21:38:39.936606,0.0,0.0,0.0,622,-812,7834,-49,3,46,-578,-50,282,2.036625,14.3
21:38:40.019264,0.0,0.0,0.0,613,-817,7827,-51,0,47,-574,-52,288,2.04345,14.3
21:38:40.098211,0.0,0.0,0.0,614,-817,7854,-52,1,47,-579,-51,275,2.050275,14.3
21:38:40.206790,0.0,0.0,0.0,608,-817,7832,-49,3,47,-581,-47,283,2.048,14.3
21:38:40.289298,0.0,0.0,0.0,607,-820,7834,-51,3,45,-581,-51,287,2.0423125,14.3
