TimeStamp,Roll,Pitch,Yaw
22:45.3,7.933678748,12.64033662,-175.3063253
22:45.5,7.989017482,12.8242621,-175.2539733
22:45.7,8.03005818,12.93894054,-175.2465285
22:45.8,8.079722488,13.09886778,-175.2210736
22:46.1,8.091702984,13.11443552,-175.2219142
22:46.3,8.106727716,13.15963492,-175.2357372
22:46.7,8.106277907,13.15683539,-175.2377402
22:47.0,8.107803883,13.15683973,-175.2377398
22:47.2,8.110150741,13.15728727,-175.2408393
22:47.3,8.110972343,13.15773208,-175.2439392
22:47.5,8.11244843,13.15622375,-175.244165
22:47.6,8.113576775,13.15493939,-175.24594
22:47.7,8.116230271,13.15365957,-175.2477144
22:47.8,8.120410632,13.15238609,-175.249487
22:48.0,8.121889462,13.15088048,-175.2497128
22:48.3,8.122968054,13.14808541,-175.2517156
22:48.5,8.124096463,13.1468014,-175.2534909
22:48.8,8.125622445,13.14680595,-175.2534905
22:49.0,8.125313611,13.14853565,-175.2548155
22:49.3,8.127915208,13.14574241,-175.2568189
22:49.4,8.129088357,13.14596669,-175.258369
22:49.5,8.127164383,13.14467081,-175.2601465
22:49.6,8.128291882,13.14338613,-175.2619221
22:50.1,8.132165845,13.14384416,-175.2650196
22:50.4,8.144241637,13.16243364,-175.2653966
22:50.9,8.146895579,13.16115696,-175.2671718
22:51.1,8.149241816,13.16161222,-175.2702708
22:51.4,8.147317486,13.16031672,-175.272049
22:51.9,8.14997151,13.15903906,-175.2738236
22:52.2,8.151144925,13.15926493,-175.2753731
22:52.4,8.151613177,13.15993361,-175.2800234
22:52.6,8.157317095,13.15866286,-175.2817984
22:52.8,8.167228772,13.15974001,-175.2784693
22:53.1,8.163733745,13.15692776,-175.2804749
22:53.4,8.164553668,13.1573758,-175.2835752
22:53.7,8.16532781,13.15631432,-175.2869026
22:53.9,8.169553722,13.15655256,-175.2884494
22:54.2,8.17525658,13.15528252,-175.290227
22:54.4,8.173326597,13.15399505,-175.2920062
22:54.5,8.174715784,13.14947164,-175.2926863
22:54.8,8.173094499,13.14644811,-175.2931411
22:54.9,8.177980603,13.14473761,-175.2918137
22:55.0,8.18229753,13.14799533,-175.2929085
22:55.2,8.18347175,13.14822084,-175.2944575
22:55.5,8.183118732,13.14844264,-175.2960079
22:55.7,8.182364059,13.14737719,-175.2993365
22:56.0,8.185012489,13.14609236,-175.3011148
