TimeStamp,Roll,Pitch,Yaw
12:15.6,-2.789069854,22.67633524,177.3276995
12:15.7,-3.391173214,21.65257128,176.9525405
12:15.8,-3.799875139,20.74755341,176.0256384
12:15.9,-4.448419962,19.70684748,174.3624652
12:15.9,-5.484559957,18.59017716,171.8067555
12:16.1,-7.020951981,17.75816287,168.5989403
12:16.2,-8.225743604,17.4336021,164.8387297
12:16.4,-8.108034759,17.48204138,160.9620571
12:16.5,-7.734261645,17.19250106,157.4340544
12:16.6,-7.458504782,16.67710195,154.4832603
12:16.8,-7.021143946,16.0451068,151.9766741
12:16.9,-6.87388418,15.03365484,149.7763273
12:17.1,-6.474703091,13.97573834,148.5459979
12:17.2,-5.786295803,12.95740988,148.039342
12:17.4,-4.877513251,11.990147,148.8778855
12:17.5,-4.263325174,11.22561761,150.0884034
12:17.7,-3.675034066,10.66796326,152.3545031
12:17.8,-2.692471712,10.44699739,155.9467886
12:17.9,-2.037678329,10.61724652,160.5524739
12:18.0,-1.459904297,11.01510706,165.7170943
12:18.1,-0.848527618,11.5864595,171.3140934
12:18.2,0.184056916,12.38832129,177.2178626
12:18.4,1.03284177,13.26202613,-176.9326829
12:18.5,1.960471597,14.2511531,-171.7219731
12:18.6,2.5193105,15.00634521,-167.5668811
12:18.7,3.119563584,15.52445034,-164.6546821
12:18.9,3.011928624,15.73749842,-163.289567
12:19.0,2.879749239,15.62920235,-163.2533001
12:19.2,4.437937027,14.8630442,-164.2102667
12:19.3,4.039148264,14.0341394,-165.460534
12:19.4,1.512622132,13.13353648,-166.774076
12:19.5,0.086578296,12.14643133,-168.1978565
12:19.6,-0.035698311,11.41164882,-169.5757586
12:19.8,-0.533425696,10.69574655,-170.6962642
12:19.9,0.002784146,10.17167435,-171.0018521
12:20.0,0.619840843,9.675938145,-171.1558911
12:20.1,0.467534828,8.871638401,-171.5584469
12:20.3,1.254778199,8.226492137,-171.8072613
12:20.6,1.059306126,7.745632085,-172.1757426
12:20.7,0.903706634,7.112278875,-172.5123034
12:20.9,0.825627823,6.6726519,-172.7869487
12:21.0,1.019569958,6.559866681,-173.051193
12:21.1,1.157841568,6.374644677,-173.3022099
12:21.3,0.960093222,5.746756081,-173.4967154
12:21.4,0.886450815,5.246116626,-173.7192792
12:21.6,0.805059853,4.800936264,-173.9854764
12:21.8,0.464614043,4.023632582,-174.1347313
12:21.9,0.330194669,3.585987815,-174.3526471
12:22.1,0.277066118,3.224409262,-174.5737974
12:22.1,0.195084594,2.834380809,-174.7603118
12:22.2,0.130475211,2.456093526,-174.9231954
12:22.3,0.052822661,2.101547599,-175.1055249
12:22.5,0.009604265,1.829595391,-175.267793
12:22.6,-0.046612979,1.550248498,-175.4420271
12:22.8,-0.093455043,1.325544938,-175.534085
12:22.9,-0.101302415,1.147511821,-175.6493575
12:23.0,-0.120354396,0.922559013,-175.7911871
12:23.1,-0.146144994,0.738836781,-175.9404939
12:23.3,-0.184086988,0.556807278,-176.0359841
12:23.4,-0.202354346,0.369817114,-176.1514374
12:23.5,-0.2037826,0.221012425,-176.189724
12:23.7,-0.150627045,0.115892015,-176.2143679
12:23.8,-0.223871598,-0.110034862,-176.2560121
12:23.9,-0.2413631,-0.221733766,-176.2998594
12:24.1,-0.28025592,-0.343448539,-176.4252954
12:24.3,-0.283008283,-0.412833513,-176.5325545
12:24.5,-0.309475287,-0.519540674,-176.5946755
12:24.6,-0.32742228,-0.64008754,-176.6835682
12:24.7,-0.344673219,-0.767985382,-176.8049418
12:24.9,-0.348262314,-0.880876167,-176.803638
12:25.0,-0.378899441,-0.990831636,-176.9254554
12:25.1,-0.381644808,-1.113709324,-176.9521009
12:25.3,-0.393998384,-1.209439039,-177.0150729
12:25.5,-0.402107851,-1.28802021,-177.035839
12:25.5,-0.408496624,-1.357925575,-177.1067307
12:25.8,-0.422032947,-1.431020926,-177.1878844
12:26.0,-0.421942008,-1.491633444,-177.2059232
12:26.0,-0.429852935,-1.546921443,-177.3026161
12:26.1,-0.435344424,-1.601345371,-177.3773142
12:26.2,-0.440500764,-1.648314018,-177.3682293
12:26.5,-0.438799273,-1.696941731,-177.4347695
12:26.6,-0.442001474,-1.74040133,-177.484603
12:26.7,-0.446320701,-1.779376599,-177.5323502
12:26.8,-0.446941013,-1.817405362,-177.5711311
12:26.9,-0.449287293,-1.852848171,-177.5978639
12:27.1,-0.452354663,-1.887709793,-177.6439347
12:27.3,-0.46079763,-1.921167817,-177.6622615
12:27.5,-0.462953199,-1.949728179,-177.6354009
12:27.6,-0.458377439,-1.976993108,-177.6825194
12:27.8,-0.458492806,-2.005141047,-177.687303
12:27.9,-0.455521167,-2.029450012,-177.7011636
12:28.0,-0.45646811,-2.050698034,-177.6747063
12:28.1,-0.459645718,-2.076003455,-177.6306448
12:28.3,-0.460868881,-2.097740086,-177.590292
12:28.5,-0.467327674,-2.121650378,-177.6229452
12:28.5,-0.468787402,-2.139904483,-177.6497745
12:28.7,-0.469777301,-2.155245431,-177.6745327
12:28.9,-0.471122446,-2.172258151,-177.7167374
12:29.0,-0.46414252,-2.190005919,-177.7108444
12:29.2,-0.44310788,-2.179853284,-177.7492638
12:29.3,-0.469747464,-2.212859163,-177.7884632
12:29.5,-0.454142483,-2.237284353,-177.8120052
12:29.6,-0.455958545,-2.234478866,-177.7618483
12:29.8,-0.468931945,-2.247316269,-177.7473311
12:30.0,-0.473968108,-2.269030595,-177.7453299
12:30.2,-0.452156879,-2.275440905,-177.7890408
12:30.3,-0.436230552,-2.285847634,-177.7667934
12:30.5,-0.415156946,-2.298681246,-177.8059123
12:30.6,-0.402054004,-2.299262298,-177.8247077
12:30.8,-0.403293456,-2.312202301,-177.7726878
12:30.9,-0.395047643,-2.32423965,-177.7272646
12:31.0,-0.387589982,-2.323192612,-177.7031187
12:31.1,-0.388688782,-2.338641386,-177.7325567
12:31.2,-0.409476303,-2.349135672,-177.6926579
12:31.3,-0.40366839,-2.354206472,-177.6890457
12:31.5,-0.389147203,-2.350488908,-177.6953571
12:31.7,-0.378572379,-2.364190254,-177.6805533
12:31.8,-0.389354206,-2.373228275,-177.7189091
12:31.9,-0.38379454,-2.372027463,-177.698188
12:32.1,-0.392668748,-2.380619709,-177.6859796
12:32.2,-0.401472723,-2.382877052,-177.701912
12:32.3,-0.402192637,-2.38907889,-177.6950236
12:32.4,-0.39557813,-2.391274534,-177.6797976
12:32.5,-0.408323969,-2.396690703,-177.6466726
12:32.7,-0.415677025,-2.40279394,-177.6038836
12:32.8,-0.422056514,-2.405711005,-177.6449193
12:33.0,-0.426130977,-2.410349249,-177.6131009
12:33.1,-0.431462798,-2.412528366,-177.6792225
12:33.3,-0.436374781,-2.415534439,-177.6712878
12:33.4,-0.434943369,-2.419005406,-177.6896591
12:33.5,-0.432163456,-2.422486706,-177.6954496
12:33.6,-0.439763119,-2.426060687,-177.7424553
12:33.8,-0.40283609,-2.435419559,-177.7001367
12:33.9,-0.442897834,-2.415456315,-177.7310863
12:34.1,-0.438854461,-2.449809073,-177.7702426
12:34.2,-0.422169559,-2.451362987,-177.7257219
12:34.3,-0.412199635,-2.445301843,-177.6828672
12:34.5,-0.415645682,-2.427650497,-177.729873
12:34.6,-0.402827629,-2.443446132,-177.7619523
12:34.8,-0.40743465,-2.469372476,-177.7224438
12:34.9,-0.394017954,-2.452918898,-177.7354348
12:35.0,-0.400590767,-2.459227556,-177.7782787
12:35.1,-0.391481327,-2.459540045,-177.7947204
12:35.1,-0.410161808,-2.46682001,-177.8387309
12:35.3,-0.425558148,-2.471716912,-177.8697368
12:35.4,-0.398499546,-2.462251874,-177.8966541
12:35.5,-0.382700927,-2.462179974,-177.9099224
12:35.7,-0.382714445,-2.467675814,-177.9517085
12:35.8,-0.389407043,-2.473007866,-177.9483571
12:35.9,-0.397870998,-2.474065846,-177.9459462
12:36.1,-0.402708662,-2.472275248,-177.9396179
12:36.2,-0.406331955,-2.47629776,-177.9836238
12:36.4,-0.408001119,-2.47779867,-178.0144668
12:36.5,-0.402421514,-2.477226535,-177.9500995
12:36.6,-0.394391042,-2.47723403,-177.9783397
12:36.7,-0.395673347,-2.480115611,-178.0129538
12:37.0,-0.388631105,-2.480497586,-177.9595062
12:37.0,-0.384561868,-2.481288842,-177.986581
12:37.3,-0.384433682,-2.479505398,-177.9529097
12:37.4,-0.381239007,-2.48111061,-177.9939572
12:37.6,-0.382211859,-2.48121465,-177.9442086
12:37.8,-0.377403569,-2.480793813,-177.9686446
12:37.9,-0.379141069,-2.482020573,-178.0018176
12:38.0,-0.3789229,-2.480892996,-178.0212104
12:38.1,-0.378745517,-2.484850181,-178.0574793
12:38.2,-0.379349033,-2.486985502,-178.0730065
12:38.4,-0.377135324,-2.486417313,-178.0020101
12:38.5,-0.375546738,-2.488926679,-178.0088857
12:38.7,-0.374522796,-2.490485909,-178.006109
12:38.8,-0.372407603,-2.493778144,-178.0001653
12:38.9,-0.373680222,-2.493671385,-177.9409297
12:39.0,-0.367981389,-2.494513606,-177.9547952
12:39.1,-0.366656624,-2.49338979,-177.9539777
12:39.3,-0.361855794,-2.493546707,-178.0096393
12:39.5,-0.358997397,-2.490690388,-177.9670095
12:39.6,-0.359756633,-2.490761175,-177.9725807
12:39.7,-0.355258727,-2.489919844,-178.0061376
12:39.8,-0.358711244,-2.489606734,-177.9896688
12:39.9,-0.357480876,-2.48927549,-178.0323014
12:40.1,-0.355112977,-2.487755156,-178.0746126
12:40.3,-0.353889779,-2.488693602,-178.091835
12:40.4,-0.351797431,-2.48943741,-178.0790247
12:40.6,-0.351499451,-2.490765361,-178.1002315
12:40.9,-0.348796117,-2.491589351,-178.1193216
12:41.1,-0.347915158,-2.494283511,-178.1202088
12:41.3,-0.348414302,-2.492523653,-178.1352156
12:41.4,-0.349310461,-2.491635555,-178.1043811
12:41.5,-0.34499068,-2.491412144,-178.1053396
12:41.6,-0.343409279,-2.495567219,-178.1109049
12:41.7,-0.343732396,-2.496431145,-178.1077798
12:41.8,-0.344226005,-2.4952355,-178.1057765
12:42.0,-0.345682181,-2.49530518,-178.07881
12:42.3,-0.343577045,-2.494524286,-178.0713025
12:42.3,-0.34158627,-2.497075535,-178.0137478
12:42.6,-0.347420588,-2.499811124,-178.020906
12:42.6,-0.342700881,-2.501243277,-178.0349151
12:42.8,-0.334415072,-2.496928213,-178.0229968
12:43.0,-0.331852491,-2.492564239,-178.0022347
12:43.1,-0.325488612,-2.495349723,-178.0089927
12:43.3,-0.333251396,-2.492001434,-178.0056854
12:43.4,-0.346724206,-2.503730772,-177.9612733
12:43.6,-0.347010408,-2.513147234,-177.9802712
12:43.8,-0.350901844,-2.513728284,-178.0283795
12:43.9,-0.334928119,-2.511474004,-178.0344592
12:44.0,-0.340998866,-2.518128245,-178.0568324
12:44.1,-0.340515554,-2.523225954,-178.0959143
12:44.2,-0.337968451,-2.525874348,-178.1158886
12:44.3,-0.332349355,-2.518051461,-178.17636
12:44.4,-0.331455098,-2.523898245,-178.1867682
12:44.7,-0.328687721,-2.524552221,-178.1870425
12:44.7,-0.326605068,-2.52228189,-178.1783277
12:44.8,-0.329073548,-2.517334464,-178.1665437
12:45.0,-0.327623145,-2.521201287,-178.1279223
12:45.1,-0.329091023,-2.5173257,-178.1319334
12:45.3,-0.326390473,-2.522758732,-178.1011926
12:45.4,-0.325520228,-2.517941975,-178.062763
12:45.5,-0.323911384,-2.523089343,-178.0677745
12:45.6,-0.321213859,-2.519369696,-178.0945943
12:45.7,-0.314656256,-2.519001941,-178.1510683
12:45.8,-0.313670847,-2.52367881,-178.1804447
12:46.0,-0.313444148,-2.525974042,-178.1684673
12:46.2,-0.314134581,-2.525126085,-178.1653171
12:46.4,-0.313404097,-2.527444506,-178.1576811
12:46.5,-0.310253305,-2.527075374,-178.1753024
12:46.6,-0.307449989,-2.525583053,-178.1524822
12:46.7,-0.312318677,-2.526315975,-178.1184161
12:46.8,-0.303685165,-2.521431388,-178.1097282
12:46.9,-0.307546673,-2.527078385,-178.1434803
12:47.0,-0.302513403,-2.520400407,-178.0927991
12:47.2,-0.304111717,-2.510826456,-178.073104
12:47.3,-0.307436253,-2.496951365,-178.0280317
12:47.5,-0.304340171,-2.49592485,-178.0231412
12:47.7,-0.310934263,-2.489419709,-178.0242166
12:47.9,-0.310557294,-2.481387391,-178.0314857
12:48.1,-0.296181323,-2.460702642,-178.0448805
12:48.2,-0.293288887,-2.469269646,-178.0675665
12:48.3,-0.278338258,-2.477727157,-178.0680848
12:48.5,-0.272914205,-2.483101707,-178.023463
12:48.6,-0.270206537,-2.492192214,-178.0415114
12:48.8,-0.23572631,-2.52219857,-178.0499288
12:49.0,-0.245252869,-2.534099927,-178.0705903
12:49.1,-0.227642577,-2.524033369,-178.0786401
12:49.3,-0.247002952,-2.527960373,-178.0540998
12:49.4,-0.233097156,-2.524244733,-178.0663935
12:49.5,-0.253847723,-2.525636124,-178.018637
12:49.6,-0.24011424,-2.529274215,-177.9542739
12:49.7,-0.241985138,-2.529473656,-177.9396257
12:49.7,-0.251367895,-2.536593181,-177.9298514
12:49.9,-0.243871469,-2.537065202,-177.8483395
12:50.1,-0.237303036,-2.540066439,-177.8604536
12:50.2,-0.232637029,-2.539324947,-177.8694271
12:50.3,-0.233576337,-2.538593688,-177.8501734
12:50.4,-0.234157947,-2.535734141,-177.8619041
12:50.6,-0.23244202,-2.540166824,-177.8926824
12:50.7,-0.234752584,-2.542019363,-177.9173726
12:50.7,-0.238638426,-2.544539441,-177.8812091
12:50.9,-0.243422193,-2.551293562,-177.8746492
12:51.2,-0.242906529,-2.552578634,-177.8293146
12:51.3,-0.245697512,-2.54822253,-177.8424784
12:51.4,-0.251649403,-2.549679482,-177.8737935
12:51.6,-0.251041929,-2.545544539,-177.8889104
12:51.7,-0.250395099,-2.545347123,-177.908865
12:51.9,-0.251274973,-2.545652319,-177.9414225
12:52.1,-0.254289917,-2.545080659,-177.9763799
12:52.3,-0.24822173,-2.545741453,-177.9192282
12:52.4,-0.246791652,-2.544546997,-177.9464822
12:52.6,-0.245604989,-2.548469846,-177.9509745
12:52.7,-0.241984242,-2.549170194,-177.9753458
12:52.9,-0.244158892,-2.548485811,-178.0389124
12:53.0,-0.246224411,-2.552835234,-178.0045978
12:53.1,-0.24547038,-2.553178365,-177.9208048
12:53.2,-0.24780508,-2.554961778,-177.9406205
12:53.4,-0.249930597,-2.553815844,-177.9580127
12:53.5,-0.24829696,-2.552425334,-177.9463556
12:53.7,-0.249813756,-2.547834905,-177.9535944
12:53.8,-0.251362411,-2.550409536,-177.905587
12:54.1,-0.247880736,-2.552954672,-177.9329609
12:54.3,-0.248949907,-2.547551157,-177.8558172
12:54.4,-0.244756821,-2.548864544,-177.8823814
12:54.6,-0.238608971,-2.551250445,-177.8950685
12:54.7,-0.236296571,-2.55004189,-177.9304491
12:54.7,-0.236006456,-2.549402002,-177.9519259
12:54.9,-0.234677691,-2.549541206,-177.94253
12:55.1,-0.229743125,-2.55050678,-177.9816255
12:55.3,-0.230446081,-2.55226186,-178.0296452
12:55.4,-0.232271104,-2.549890583,-178.0214874
12:55.5,-0.23373164,-2.549419395,-177.9815853
12:55.6,-0.234209621,-2.552211148,-178.0223477
12:55.7,-0.234889952,-2.551750936,-178.0594354
12:55.8,-0.234449549,-2.55180677,-178.0910464
12:56.0,-0.240177587,-2.555819302,-178.0829562
12:56.1,-0.240829889,-2.55878748,-178.0207781
12:56.3,-0.242053127,-2.558813977,-177.9813408
12:56.4,-0.241032471,-2.557185033,-178.0090704
12:56.5,-0.240561291,-2.552587351,-177.950115
12:56.6,-0.240984599,-2.556217759,-178.0247247
12:56.7,-0.239932982,-2.554126374,-177.9965416
12:56.9,-0.238444864,-2.551195201,-178.0286317
12:57.0,-0.234635121,-2.55208318,-178.0384057
12:57.2,-0.234204569,-2.549127852,-178.0524928
12:57.3,-0.231057938,-2.546227719,-178.0411408
12:57.5,-0.232268966,-2.546058319,-178.0683719
12:57.6,-0.233413944,-2.546512863,-178.0015005
12:57.7,-0.239785549,-2.547607506,-178.0185568
12:57.8,-0.233787728,-2.543289096,-178.0121551
12:58.0,-0.232201921,-2.54313161,-178.0050291
12:58.1,-0.226434329,-2.544070822,-177.9770387
12:58.2,-0.220739629,-2.544974187,-177.9695425
12:58.3,-0.216577691,-2.549523409,-178.0110652
12:58.4,-0.216475392,-2.549635301,-178.0126146
12:58.5,-0.211902746,-2.546673191,-178.0311401
12:58.6,-0.210008719,-2.545524577,-178.0189482
12:58.8,-0.207720721,-2.55092401,-178.0246635
12:58.9,-0.205866087,-2.553101654,-178.0535507
12:59.0,-0.205934802,-2.554453183,-178.0337295
12:59.1,-0.207117468,-2.54992179,-178.0274177
12:59.2,-0.203904719,-2.548001545,-178.0184803
12:59.6,-0.204700498,-2.549525358,-178.0557536
12:59.7,-0.20640125,-2.550947913,-178.0983091
12:59.8,-0.209712116,-2.551069987,-178.1069619
12:59.9,-0.205072695,-2.548195251,-178.1103899
13:00.1,-0.205024951,-2.544420717,-178.0421541
13:00.1,-0.204823857,-2.544931448,-178.0805979
13:00.4,-0.203366505,-2.543171678,-178.0865734
13:00.5,-0.202631865,-2.546072795,-178.1044104
13:00.6,-0.203434315,-2.549461903,-178.0869473
13:00.7,-0.202124765,-2.546969508,-178.1173121
13:00.9,-0.201643991,-2.548754536,-178.1327372
13:01.0,-0.197313122,-2.551398118,-178.1786862
13:01.1,-0.199658739,-2.553228945,-178.1862941
13:01.3,-0.199433671,-2.554636602,-178.1741959
13:01.4,-0.198007175,-2.552276804,-178.147559
13:01.5,-0.200475838,-2.553752934,-178.1478535
13:01.7,-0.196651676,-2.550927777,-178.1172034
13:01.8,-0.199312404,-2.550358342,-178.0901776
13:01.9,-0.198668335,-2.546600658,-178.0704076
13:02.1,-0.199792577,-2.544838342,-178.0868177
13:02.3,-0.199070738,-2.539361625,-178.109934
13:02.4,-0.19705529,-2.542355809,-178.1324757
13:02.5,-0.193997925,-2.5426465,-178.1441173
13:02.5,-0.191195381,-2.547913477,-178.1021563
13:02.6,-0.189526861,-2.548883447,-178.0740671
13:02.7,-0.192518971,-2.552943703,-178.1248202
13:03.1,-0.191195624,-2.550170778,-178.1869686
13:03.1,-0.194930417,-2.550159846,-178.114885
13:03.4,-0.19282703,-2.548855346,-178.1310303
13:03.5,-0.195784657,-2.547887582,-178.0835923
13:03.7,-0.197860965,-2.548986991,-178.106992
13:03.8,-0.198947469,-2.551587265,-178.1220677
13:03.9,-0.197768269,-2.55020349,-178.1142705
13:04.1,-0.197584852,-2.54632008,-178.1482254
13:04.1,-0.200036374,-2.546519874,-178.0436213
13:04.4,-0.200236829,-2.550280548,-178.0587943
13:04.5,-0.20641226,-2.550714085,-178.0317572
13:04.6,-0.206140418,-2.551791076,-178.0851465
13:04.9,-0.20104963,-2.550040609,-178.0590213
13:05.1,-0.195670921,-2.549024719,-178.0765649
13:05.3,-0.193601172,-2.545194428,-178.1162593
13:05.3,-0.19531455,-2.550128355,-178.1265367
13:05.4,-0.194825591,-2.546065433,-178.1051033
13:05.5,-0.192790033,-2.550432081,-178.1138322
13:05.7,-0.192703318,-2.551414992,-178.1124322
13:05.8,-0.189525611,-2.550356142,-178.1491802
13:06.0,-0.192433022,-2.553272423,-178.1025244
13:06.2,-0.191618256,-2.554938187,-178.0993822
13:06.4,-0.190647782,-2.552388128,-178.1177178
13:06.6,-0.189580412,-2.551167243,-178.1283848
13:06.8,-0.190078627,-2.551567868,-178.1373096
13:06.9,-0.18952864,-2.55339066,-178.1630396
13:07.0,-0.186127175,-2.55200399,-178.1769145
13:07.1,-0.183282548,-2.556400181,-178.1688492
13:07.2,-0.18445562,-2.556191972,-178.0997958
13:07.4,-0.181637169,-2.563821539,-178.1126355
13:07.5,-0.185072227,-2.564843479,-178.1052831
13:07.7,-0.188817798,-2.564994723,-178.1242662
13:07.9,-0.186342474,-2.563675729,-178.058901
13:08.0,-0.183859174,-2.563394938,-178.0978845
13:08.2,-0.179393657,-2.558074204,-178.0811919
13:08.3,-0.176585269,-2.561062984,-178.0739533
13:08.5,-0.175172662,-2.564209361,-178.0862108
13:08.8,-0.17667975,-2.56239975,-178.0243613
13:08.9,-0.175910965,-2.563485596,-178.0312351
13:08.9,-0.172373297,-2.561148837,-177.9836648
13:09.1,-0.168643766,-2.559617507,-177.9867814
13:09.2,-0.170196304,-2.55987377,-177.9098275
13:09.4,-0.168373187,-2.560638603,-177.9482993
13:09.5,-0.167351372,-2.559103063,-177.8815035
13:09.6,-0.168874194,-2.56184634,-177.8987545
13:09.7,-0.164942967,-2.562517645,-177.8541087
13:09.8,-0.161927409,-2.564336836,-177.8682305
13:10.1,-0.162493506,-2.563988919,-177.8318829
13:10.2,-0.163183349,-2.564137068,-177.7929247
13:10.4,-0.163240384,-2.562861889,-177.8426495
13:10.5,-0.165814228,-2.566903003,-177.8993106
13:10.7,-0.165918793,-2.568184326,-177.9055724
13:10.8,-0.165448529,-2.564007839,-177.9311764
13:11.0,-0.165622262,-2.566260484,-177.856472
13:11.1,-0.164836437,-2.568742678,-177.865602
13:11.1,-0.165780985,-2.570493825,-177.8775922
13:11.2,-0.167543421,-2.570770445,-177.8814917
13:11.4,-0.169020905,-2.56525604,-177.8378937
13:11.5,-0.167221323,-2.563401165,-177.8297916
13:11.6,-0.165474575,-2.564431831,-177.8285363
13:11.7,-0.164608171,-2.566659223,-177.8439241
13:11.9,-0.167495448,-2.571911152,-177.7978289
13:12.0,-0.166533566,-2.570476076,-177.8343138
13:12.2,-0.166205128,-2.571330821,-177.9003735
13:12.4,-0.1660451,-2.571725164,-177.9028152
13:12.6,-0.16435046,-2.5742664,-177.9408534
13:12.6,-0.159268042,-2.57500095,-177.9537716
13:12.7,-0.161819914,-2.574079377,-177.9063757
13:12.9,-0.158640621,-2.574847258,-177.931068
13:13.0,-0.149072927,-2.574768603,-177.9095247
13:13.3,-0.152105002,-2.576566685,-177.9565831
13:13.3,-0.153818465,-2.573775118,-177.9383498
13:13.5,-0.154022983,-2.577018939,-177.9364915
13:13.6,-0.153023696,-2.578775936,-177.9023746
13:13.7,-0.151850745,-2.579601299,-177.9315522
13:13.8,-0.152262439,-2.581094353,-177.953611
13:13.9,-0.148416065,-2.584469156,-177.9168003
13:14.1,-0.149453372,-2.584503323,-177.8675946
13:14.2,-0.148098996,-2.582159469,-177.8902606
13:14.3,-0.149800407,-2.580214908,-177.8926151
13:14.4,-0.14385382,-2.580828941,-177.8900769
13:14.5,-0.145050922,-2.580586372,-177.8370491
13:14.7,-0.149800986,-2.581228051,-177.8706065
13:14.7,-0.147587877,-2.578957147,-177.8629103
13:14.8,-0.143583748,-2.578071378,-177.8131464
13:15.1,-0.141674074,-2.579816697,-177.8811429
13:15.2,-0.137250632,-2.579386573,-177.9008252
13:15.3,-0.137768195,-2.579803747,-177.8418402
13:15.4,-0.142896051,-2.57801458,-177.8681331
13:15.5,-0.1465711,-2.580475905,-177.7894886
13:15.6,-0.145056847,-2.57781201,-177.7989547
13:15.8,-0.144900433,-2.575981621,-177.7734917
13:16.0,-0.142359074,-2.578084162,-177.7721759
13:16.1,-0.138372474,-2.578647292,-177.7589524
13:16.4,-0.138382097,-2.579580914,-177.8166624
13:16.5,-0.137701725,-2.577329502,-177.8196605
13:16.6,-0.135414993,-2.581065274,-177.8841082
13:16.7,-0.135397236,-2.583873901,-177.8714617
13:16.8,-0.136698566,-2.583546674,-177.8998642
13:16.9,-0.130459933,-2.580817807,-177.9512415
13:17.0,-0.136007329,-2.58081658,-177.9895617
13:17.0,-0.13802924,-2.579627017,-177.9926974
13:17.2,-0.135469794,-2.579690541,-177.9598113
13:17.3,-0.134866569,-2.582282085,-177.9573858
13:17.4,-0.1337033,-2.580792833,-178.0172086
13:17.5,-0.132544042,-2.583760487,-177.9341637
13:17.6,-0.134424736,-2.586532036,-177.8924696
13:17.7,-0.135723823,-2.586064205,-177.851528
13:17.7,-0.137721819,-2.587775245,-177.8588454
13:17.8,-0.136371996,-2.585285171,-177.8591982
13:17.9,-0.133936093,-2.58689784,-177.8561594
13:18.0,-0.132012277,-2.583944997,-177.8717263
13:18.1,-0.135154499,-2.583230576,-177.8760418
13:18.3,-0.135923417,-2.581743304,-177.8545396
13:18.4,-0.135297497,-2.580270728,-177.884369
13:18.6,-0.14053039,-2.583543867,-177.842407
13:18.7,-0.14056108,-2.582393238,-177.8457594
13:18.8,-0.140595248,-2.577763045,-177.8257014
13:19.0,-0.134982088,-2.58015288,-177.842653
13:19.1,-0.135014043,-2.582987612,-177.8470113
13:19.3,-0.135437102,-2.584630326,-177.8427875
13:19.4,-0.136996495,-2.578340574,-177.833144
13:19.4,-0.133152893,-2.575058409,-177.8337349
13:19.6,-0.130629015,-2.577714523,-177.8598738
13:19.6,-0.130766136,-2.579614015,-177.8406005
13:19.8,-0.131211273,-2.576401969,-177.8848468
13:19.9,-0.130677554,-2.575737953,-177.8584229
13:20.0,-0.130372063,-2.578457284,-177.8988221
13:20.1,-0.127692013,-2.580568091,-177.9147871
13:20.2,-0.124308014,-2.578137755,-177.9457795
13:20.4,-0.120196135,-2.582571662,-177.9348862
13:20.5,-0.114475451,-2.583842179,-177.995107
13:20.6,-0.113583053,-2.582882144,-178.0386959
13:20.7,-0.117280234,-2.584685039,-178.0000148
13:20.8,-0.116113396,-2.582842994,-177.9954004
13:21.2,-0.113693828,-2.581407295,-178.0146623
13:21.4,-0.113928686,-2.582130624,-178.0282493
13:21.5,-0.111911615,-2.575976451,-178.0038945
13:21.6,-0.110620134,-2.573230419,-177.9561966
13:21.8,-0.108035979,-2.572538301,-177.9495172
13:21.9,-0.108392883,-2.573421511,-177.891732
13:22.0,-0.101950514,-2.57080206,-177.911151
13:22.2,-0.100470735,-2.571206238,-177.9014526
13:22.5,-0.093709833,-2.571270941,-177.9095844
13:22.7,-0.088496833,-2.570122768,-177.9547467
13:23.0,-0.092691049,-2.572811673,-177.9023557
13:23.1,-0.089308346,-2.578967881,-177.8940269
13:23.2,-0.088892893,-2.582663889,-177.8811447
13:23.4,-0.091422961,-2.580458429,-177.9116478
13:23.5,-0.09187686,-2.584321257,-177.9085588
13:23.6,-0.092013449,-2.584774153,-177.8948427
13:23.8,-0.094666825,-2.593710158,-177.8670676
13:23.9,-0.089886299,-2.600315169,-177.8508536
13:24.0,-0.090367593,-2.593613396,-177.8810135
13:24.3,-0.088688323,-2.591988629,-177.8128487
13:24.4,-0.092061625,-2.595741342,-177.8558791
13:24.6,-0.088256836,-2.59304695,-177.8848353
13:24.7,-0.094400192,-2.594153827,-177.9262955
13:24.7,-0.090481072,-2.592318381,-177.9251074
13:24.8,-0.093462618,-2.593184171,-177.9540591
13:24.9,-0.096089012,-2.593743322,-177.9640095
13:25.1,-0.095411232,-2.596598007,-177.9666861
13:25.2,-0.092230368,-2.594373603,-177.932338
13:25.3,-0.092419987,-2.597816473,-177.9388711
13:25.4,-0.09707677,-2.596524947,-177.9155942
13:25.6,-0.095151652,-2.597856977,-177.93738
13:25.7,-0.09979263,-2.599726605,-177.9740355
13:25.8,-0.103307473,-2.599245801,-177.9938494
13:25.9,-0.107714301,-2.595026009,-178.0123804
13:26.1,-0.10517659,-2.589593371,-177.9965348
13:26.2,-0.102317561,-2.597797942,-177.9944077
13:26.3,-0.097899278,-2.596184949,-177.9173677
13:26.5,-0.090478537,-2.589504071,-177.9360096
13:26.7,-0.091972653,-2.589677733,-177.9463726
13:26.9,-0.092005026,-2.588612665,-177.9202588
13:27.0,-0.099275152,-2.587624784,-177.8739495
13:27.3,-0.093277441,-2.582784927,-177.8622797
13:27.4,-0.086957225,-2.593586663,-177.8749617
13:27.5,-0.082795483,-2.592849082,-177.9167997
13:27.6,-0.094140226,-2.591639107,-177.9419276
