TimeStamp,Roll,Pitch,Yaw,AccX,AccY
09:17:20.897043,3.9852944259531293,-1.9474871075208253,81.33245388560195,-0.0005581212554180481,-0.00036825550100765794
09:17:20.955924,3.991228319496844,-1.946576769766373,81.29709001214098,-0.0009908680192944066,-0.00026556828891171306
09:17:21.324860,3.993207688972525,-1.9436107193504368,81.24998143213718,-0.0011730322135807018,-0.0004681582321912494
09:17:21.526857,4.002218526743473,-1.9446118409499882,81.15727720276347,-0.0015074735063330636,-0.00046583053693199033
09:17:21.619871,3.999892360937183,-1.9502949487628713,81.08273317470508,-0.0010680579144358255,-0.00022042453955100597
09:17:21.860203,4.008332498623543,-1.943509833895292,81.01848710795599,-0.0015255749406103967,-0.0005524572120944836
09:17:22.050304,4.008332498623543,-1.943509833895292,81.01848710795599,-0.001090176675319061,-0.00036963244047245327
09:17:22.299880,4.013189792666753,-1.939875867564336,80.86063545874163,-0.0013562277054918856,-0.00048812909685541465
09:17:22.483765,4.015295116068173,-1.9377337161192556,80.82211021024827,-0.0015223616579622232,-0.0005163057355232661
09:17:22.635030,4.013305767991712,-1.9378561874322475,80.74213092221746,-0.0014821684139701972,-0.0005054242008498463
09:17:22.760196,4.009361780330448,-1.9360788012086032,80.73480984700902,-0.001220838674374526,-0.0006888363458440915
09:17:22.845002,4.0131252574792,-1.930417838075958,80.71565758091725,-0.0014510619462332645,-0.0010758825314549666
09:17:23.005034,4.021106778828024,-1.9266179530497665,80.71483724405269,-0.0020847367263236894,-0.0012656752427221375
09:17:23.332409,4.029019787296459,-1.931703240681021,80.73981550063313,-0.002364815628072396,-0.0007323356504343297
09:17:23.410164,4.027908697783438,-1.937594890529701,80.78622961059922,-0.0022224240472518224,-0.00033016443784591364
09:17:23.589852,4.026857755207711,-1.9362446814553143,80.76179690728057,-0.002055112218299858,-0.00046619430092350634
09:17:23.790266,4.033293852300454,-1.9324979680755727,80.65083429752818,-0.0025718894076191654,-0.0006743421456433038
09:17:23.895341,4.034725137788177,-1.9355528625374636,80.68730223139404,-0.0025196049099678107,-0.00035595152115191776
09:17:23.980228,4.032873610590703,-1.9401015564477433,80.62829752560833,-0.0024477356253489965,-3.442551042928758e-05
09:17:24.125033,4.036685493559012,-1.9422044838530232,80.6463572971814,-0.0028398166867003743,5.815564448639505e-05
09:17:24.179954,4.0258695524328925,-1.9368811996693216,80.5934468015585,-0.002340940958751555,-0.0004286637848996197
09:17:24.263460,4.023751940328509,-1.9385736380271998,80.62583421821171,-0.0021708926218859427,-0.0003383004547002416
09:17:24.360014,4.019093057821408,-1.9401889050207108,80.57797398735809,-0.0018397399937750865,-0.0004008021543091949
09:17:24.549920,4.015106729402647,-1.940598992937569,80.53487967563545,-0.0011868314513611943,-0.00035430208107851014
09:17:24.654947,4.01627246532697,-1.9434001053780467,80.43421848157016,-0.0012443316148294601,-0.00014334689782451778
09:17:24.760107,4.017040670288478,-1.9413977098739448,80.40873256639551,-0.001329806459922534,-0.00028738350951259596
09:17:24.893977,4.015020076930486,-1.943450679682765,80.3543530371907,-0.0011678239782084827,-0.00017619943191281214
09:17:24.995143,4.014691806752505,-1.946399614220498,80.39026227749213,-0.001236888981485073,-5.713847648839755e-05
09:17:25.294088,4.000577533856456,-1.9438500811887494,80.36202118614806,-0.0004493299768587387,-0.0002736740051892969
09:17:25.424870,4.01724556401904,-1.954202523432658,80.39774387927378,-0.0016686029532711484,0.0005911532957542478
09:17:25.491546,4.01724556401904,-1.954202523432658,80.39774387927378,-0.000574545379856118,0.0001665419188892907
09:17:25.590190,4.01724556401904,-1.954202523432658,80.39774387927378,-0.0010446307173039315,-1.1828159900522452e-05
09:17:25.655154,4.014341243294483,-1.9501524396369971,80.32787199158548,-0.0007574897232668029,-0.0002561134129647677
09:17:25.739825,4.022401620389098,-1.950715452159369,80.3449159560303,-0.0011201154304810038,-0.00015971299845171053
09:17:25.819786,4.010158144691863,-1.9487902330060596,80.40174367098302,-0.00012217740231023006,-0.0003637986203072162
09:17:25.910244,4.017176110751115,-1.9443650751435513,80.3569631756037,-0.0005809364990224977,-0.000627260041790274
09:17:25.993046,4.005300620812895,-1.9498348297721124,80.29157909236,0.0004562113794057597,-0.00039683756475531774
09:17:26.072306,4.0098245019643395,-1.9471794816700494,80.35886687731171,0.00021776135466739996,-0.00044813309198366393
09:17:26.280242,4.0098245019643395,-1.9471794816700494,80.35886687731171,0.000707369168673732,-0.0003682908322917295
09:17:26.660260,4.012467331957685,-1.9442832373481223,80.33156998289714,0.0004976953299702374,-0.0004360987674660865
09:17:26.857584,4.011423352960011,-1.9362902905247028,80.3061466156284,0.0007215749739413184,-0.0009514542935355893
09:17:26.985107,4.011380505509536,-1.9357286129817926,80.27669880081949,0.000490104420560273,-0.000962604045793441
09:17:27.140003,4.028678454689832,-1.9415519116227193,80.2784129909316,-0.0004601528577644155,-0.0002572940713863473
09:17:27.311907,4.003978542968663,-1.9510703347759437,80.2835470065322,0.001108959741238202,0.0001639444937720723
09:17:27.400266,4.00981047392786,-1.9474789259959504,80.30726821135603,0.0003921164423550945,-0.00010424395282811731
09:17:27.534835,4.013383651830212,-1.9422672823384333,80.24015157777526,5.8140344392306864e-05,-0.0004559252596866131
09:17:27.593466,4.013383651830212,-1.9422672823384333,80.24015157777526,0.0011509582088036802,-0.0004929629753926009
