TimeStamp,Roll,Pitch,Yaw,AccX,AccY,velX,velY,DistX,DistY
58:20.2,2.021264325,-1.684810254,89.8113907,-0.098367071,0.011610476,0.176012248,-0.094466132,0.053472972,-0.094121613
58:20.3,2.772231882,-1.801517704,89.09561162,-1.079100095,0.117416341,0.171093895,-0.093885609,0.062273584,-0.09884492
58:20.5,3.7925335,-1.943761359,87.74718621,-1.574562822,0.080542558,0.11713889,-0.088014791,0.070828279,-0.1035392
58:20.6,4.787900341,-2.099232229,86.13769195,-1.691623821,0.108406652,0.038410749,-0.083987664,0.076685224,-0.10793994
58:20.7,4.381878523,-2.115492118,85.46088691,-0.336189425,-0.039085951,-0.046170442,-0.078567331,0.078605761,-0.112139323
58:20.8,4.541099035,-2.067136154,85.08656389,-0.014616126,-0.054317627,-0.062979914,-0.080521629,0.076297239,-0.11606769
58:20.9,4.353565462,-2.036779205,84.83630228,0.180767948,-0.066361953,-0.06371072,-0.08323751,0.073148243,-0.120093771
58:21.0,4.408187528,-2.013194612,84.53322525,-0.035657042,-0.030343115,-0.054672322,-0.086555608,0.069962707,-0.124255646
58:21.1,4.356306699,-1.967593307,84.2870141,0.078022644,-0.076241241,-0.056455175,-0.088072763,0.067229091,-0.128583427
58:21.2,4.365772164,-1.95514371,83.95766617,0.000557813,-0.018222039,-0.052554042,-0.091884825,0.064406333,-0.132987065
58:21.4,4.388641693,-1.942627846,83.68851778,-0.026690332,-0.020694755,-0.052526152,-0.092795927,0.06177863,-0.137581306
58:21.5,4.354919013,-1.907861403,83.42744628,0.06541962,-0.057651161,-0.053860668,-0.093830665,0.059152323,-0.142221103
58:21.6,4.303584884,-1.907511242,83.29471525,0.057396604,-0.009030663,-0.050589687,-0.096713223,0.056459289,-0.146912636
58:21.6,4.296956673,-1.876906365,83.14674328,0.011787447,-0.046810738,-0.047719857,-0.097164756,0.053929805,-0.151748297
58:21.7,4.269285602,-1.875368141,82.99689458,0.035839217,-0.008497249,-0.047130485,-0.099505293,0.051543812,-0.156606535
58:21.8,4.255971371,-1.849470785,82.82038856,0.019600572,-0.043297017,-0.045338524,-0.099930156,0.049187288,-0.1615818
58:21.9,4.23730494,-1.852789671,82.64248073,0.025343853,-0.002460664,-0.044358495,-0.102095006,0.046920362,-0.166578307
58:22.0,4.239868849,-1.83200082,82.51511699,0.00100709,-0.035783542,-0.043091303,-0.10221804,0.044702437,-0.171683058
58:22.1,4.213580933,-1.829393652,82.43304969,0.04278547,-0.009105085,-0.043040948,-0.104007217,0.042547872,-0.17679396
58:22.3,4.207745229,-1.829414319,82.27886051,0.014782824,-0.006315864,-0.040901675,-0.104462471,0.040395824,-0.18199432
58:22.4,4.188809731,-1.82153218,82.17299055,0.023737969,-0.017261382,-0.040162533,-0.104778264,0.038350741,-0.187217444
58:22.5,4.181417888,-1.82006307,82.15999206,0.008029658,-0.005578344,-0.038975635,-0.105641333,0.036342614,-0.192456357
58:22.6,4.166467217,-1.813705873,82.11015429,0.017882195,-0.016467277,-0.038574152,-0.105920251,0.034393832,-0.197738424
58:22.7,4.164596148,-1.809418463,82.0704226,0.003749784,-0.009382336,-0.037680042,-0.106743614,0.032465125,-0.203034436
58:22.7,4.14304577,-1.804784264,81.96032078,0.025936623,-0.012787828,-0.037492553,-0.107212731,0.030581123,-0.208371617
58:22.9,4.138831554,-1.798194893,81.91724444,0.004558417,-0.012805356,-0.036195722,-0.107852123,0.028706495,-0.213732254
58:22.9,4.158688513,-1.797202832,81.83561471,-0.014071081,-0.002013706,-0.035967801,-0.10849239,0.026896709,-0.21912486
58:23.0,4.160102457,-1.790264044,81.81077419,0.013857973,-0.016744748,-0.036671355,-0.108593076,0.025098319,-0.224549479
58:23.1,4.141980518,-1.787657176,81.7548662,0.028005219,-0.010101416,-0.035978456,-0.109430313,0.023264751,-0.229979133
58:23.3,4.13451764,-1.784470683,81.72870946,0.012542087,-0.006575618,-0.034578196,-0.109935384,0.021465828,-0.235450649
58:23.3,4.125566169,-1.779658137,81.71677179,0.009877309,-0.008641611,-0.033951091,-0.110264165,0.019736918,-0.240947418
58:23.5,4.123755037,-1.778776315,81.67819398,0.002160771,-0.003913266,-0.033457226,-0.110696245,0.018039364,-0.246460626
58:23.6,4.123755037,-1.778776315,81.67819398,-0.005649275,-0.004299204,-0.033349187,-0.110891909,0.016366503,-0.251995438
58:23.7,4.116925667,-1.77657604,81.67631541,0.006902779,-0.006758516,-0.033631651,-0.111106869,0.014699043,-0.257540034
58:23.8,4.128439772,-1.774992532,81.64130094,-0.003933804,-0.003764271,-0.033286512,-0.111444795,0.013017461,-0.263095377
58:23.9,4.08851299,-1.771139359,81.61202413,0.05292854,-0.015711807,-0.033483202,-0.111633008,0.011353135,-0.268667617
58:24.0,4.096945846,-1.767820521,81.52224256,-0.022026647,-0.001863558,-0.030836775,-0.112418599,0.009678975,-0.274249267
58:24.1,4.092742171,-1.76808572,81.49523467,0.008145787,-0.003084546,-0.031938108,-0.112511776,0.008137136,-0.279870197
58:24.2,4.094551867,-1.773197628,81.4929964,-0.004858621,0.001381982,-0.031530818,-0.112666004,0.006540231,-0.285495786
58:24.3,4.084994649,-1.770890497,81.56605713,0.013146047,-0.007785252,-0.031773749,-0.112596905,0.00496369,-0.291129086
58:24.4,4.079707536,-1.771919299,81.62229834,0.001176405,0.001201811,-0.031116447,-0.112986167,0.003375002,-0.296758932
58:24.5,4.098416082,-1.769744227,81.63411852,-0.023448895,0.000210532,-0.031057627,-0.112926077,0.00181918,-0.30240824
58:24.6,4.088021893,-1.772813238,81.62479891,0.022230827,-0.001093071,-0.032230071,-0.11291555,0.000266299,-0.308054544
58:24.7,4.076473012,-1.774844593,81.56458177,0.018982123,-0.004229837,-0.03111853,-0.112970204,-0.001345205,-0.313700321
58:24.8,4.07458123,-1.777398262,81.54364744,0.000348677,-0.000949473,-0.030169424,-0.113181696,-0.002901131,-0.319348832
58:24.9,4.075952004,-1.774297658,81.53788358,-0.003343731,-0.008735878,-0.03015199,-0.113229169,-0.004409603,-0.325007916
58:25.0,4.081596785,-1.770125417,81.53562077,-0.011775921,-0.006805719,-0.030319177,-0.113665963,-0.005917202,-0.330669375
58:25.1,4.093957846,-1.765840749,81.51657669,-0.014601911,-0.004279702,-0.030907973,-0.114006249,-0.007433161,-0.336352673
58:25.3,4.104855155,-1.763427541,81.52147962,-0.014934423,-0.005954431,-0.031638068,-0.114220234,-0.008978559,-0.342052985
58:25.4,4.098616574,-1.767151645,81.5409176,0.011880063,0.001517484,-0.032384789,-0.114517956,-0.010560463,-0.347763997
58:25.5,4.10284123,-1.762108561,81.48447778,-0.007359132,-0.006655348,-0.031790786,-0.114442081,-0.012179702,-0.353489895
58:25.6,4.104376327,-1.761630751,81.43617752,-0.000759695,-0.00516712,-0.032158743,-0.114774849,-0.013769242,-0.359211999
58:25.7,4.099832418,-1.75981066,81.43867313,0.004023619,-0.00333791,-0.032196728,-0.115033205,-0.015377179,-0.364950741
58:25.8,4.102136802,-1.763279782,81.50959769,-0.000785499,0.002882155,-0.031995547,-0.1152001,-0.016987015,-0.370702402
58:25.9,4.096257396,-1.76275367,81.47874079,0.008098017,-0.004425224,-0.032034822,-0.115055993,-0.018586793,-0.376462407
58:26.0,4.100250222,-1.760158839,81.48553144,-0.004283714,-0.003414566,-0.031629921,-0.115277254,-0.020188534,-0.382215206
58:26.1,4.089358016,-1.761240947,81.47591194,0.013234681,-0.005078603,-0.031844106,-0.115447982,-0.02177003,-0.387979069
58:26.2,4.076944974,-1.763005704,81.42434247,0.016031024,-0.001979515,-0.031182372,-0.115701912,-0.023362235,-0.393751468
58:26.3,4.079787009,-1.763093878,81.45434309,-0.0045801,-0.001617106,-0.030380821,-0.115800888,-0.024921354,-0.399536564
58:26.5,4.080658208,-1.765411582,81.48077366,-0.003332042,0.001701238,-0.030609826,-0.115881743,-0.026440395,-0.405326608
58:26.6,4.078029026,-1.761681383,81.50434023,0.00484185,-0.008782784,-0.030776428,-0.115796681,-0.027970886,-0.411120695
58:26.7,4.077514972,-1.763902665,81.49325789,-0.001562212,-0.000839464,-0.030534336,-0.116235821,-0.029509707,-0.416910529
58:26.8,4.078636417,-1.76380796,81.55990271,-0.006242623,0.000657094,-0.030612446,-0.116277794,-0.031036424,-0.42272232
58:26.9,4.083702667,-1.757378823,81.57445349,-0.006604269,-0.008660597,-0.030924578,-0.116244939,-0.032567046,-0.42853621
58:27.1,4.084361443,-1.75312292,81.57861167,-0.002218711,-0.008331674,-0.031254791,-0.116677969,-0.034113275,-0.434348457
58:27.2,4.079219173,-1.757724486,81.55229579,0.010873871,0.005478222,-0.031365727,-0.117094553,-0.035676015,-0.440182355
58:27.3,4.079219173,-1.757724486,81.55229579,0.004872678,0.000493766,-0.030822033,-0.116820642,-0.037244301,-0.446037083
58:27.4,4.082907619,-1.75753823,81.53952663,-0.005686416,-0.001559762,-0.030578399,-0.116795953,-0.038785403,-0.451878115
58:27.6,4.080766187,-1.758083718,81.5254833,0.002520481,-0.004286121,-0.03086272,-0.116873941,-0.040314323,-0.457717913
58:27.7,4.074637374,-1.759518982,81.55674946,0.006821979,-0.000999878,-0.030736696,-0.117088247,-0.041857459,-0.46356161
58:27.8,4.075221145,-1.758573845,81.55351504,-0.001388178,-0.003494744,-0.030395597,-0.117138241,-0.043394294,-0.469416022
58:27.9,4.074955679,-1.758503975,81.52645939,-0.002279318,-0.002216531,-0.030465006,-0.117312978,-0.044914073,-0.475272934
58:28.0,4.078717812,-1.75732661,81.51064434,-0.004040334,-0.003772506,-0.030578972,-0.117423805,-0.046437324,-0.481138583
58:28.1,4.080312941,-1.751704403,81.50766117,-0.001003082,-0.006000277,-0.030780988,-0.11761243,-0.047966272,-0.487009774
58:28.2,4.110965881,-1.757717112,81.50205877,-0.028456637,0.00884594,-0.030831142,-0.117912444,-0.049505322,-0.492890395
58:28.3,4.110965881,-1.757717112,81.50205877,0.036751121,-0.011005644,-0.032253974,-0.117470147,-0.051046879,-0.498786017
58:28.4,4.088902345,-1.760043898,81.44382549,0.023486414,-0.002365976,-0.030416418,-0.118020429,-0.052659578,-0.504659525
58:28.5,4.099542478,-1.756952894,81.44424139,-0.028217034,-0.005119827,-0.029242098,-0.118138728,-0.054180399,-0.510560546
58:28.6,4.097800739,-1.763238385,81.47329677,0.012338729,0.003149097,-0.030652949,-0.118394719,-0.055642503,-0.516467482
58:28.7,4.088963219,-1.765092912,81.46153811,0.01061278,-0.001407573,-0.030036013,-0.118237265,-0.057175151,-0.522387218
58:28.8,4.068623649,-1.766187488,81.6375894,0.022785403,-0.004670309,-0.029505374,-0.118307643,-0.058676952,-0.528299082
58:28.9,4.051353234,-1.761016211,81.63653075,0.008139766,-0.011395414,-0.028366104,-0.118541159,-0.06015222,-0.534214464
58:29.0,4.082298368,-1.758828534,81.62293954,-0.055008312,0.004421382,-0.027959115,-0.119110929,-0.061570525,-0.540141522
58:29.2,4.113187653,-1.74301416,81.61652565,-0.030807373,-0.019082789,-0.030709531,-0.11888986,-0.062968481,-0.546097068
58:29.3,4.091234751,-1.758773617,81.63706765,0.042158472,0.015260816,-0.0322499,-0.119844,-0.064503958,-0.552041561
58:29.5,4.066516102,-1.756625915,81.68738291,0.020026135,-0.006399103,-0.030141976,-0.119080959,-0.066116453,-0.558033761
58:29.6,4.058332532,-1.760708332,81.61596802,0.001442629,0.003800372,-0.029140669,-0.119400914,-0.067623552,-0.563987809
58:29.7,4.062872563,-1.769284754,81.50052727,-0.009794327,0.011765982,-0.029068538,-0.119210895,-0.069080585,-0.569957855
58:29.8,4.05694415,-1.763614137,81.57469216,-0.00859699,-0.009473832,-0.029558254,-0.118622596,-0.070534012,-0.5759184
58:29.9,4.064454772,-1.76155081,81.59611885,-0.0048513,-0.002535007,-0.029988104,-0.119096288,-0.072011925,-0.581849529
58:30.0,4.049851503,-1.754516741,81.55768468,0.017707952,-0.013119713,-0.030230669,-0.119223038,-0.07351133,-0.587804344
58:30.1,4.052049408,-1.754730387,81.53182823,-0.009905197,0.001772718,-0.029345271,-0.119879024,-0.075022863,-0.593765496
58:30.2,4.053176691,-1.749076762,81.54478963,-0.003227819,-0.010288077,-0.029840531,-0.119790388,-0.076490127,-0.599759447
58:30.3,4.0582979,-1.747429978,81.51847555,-0.008526405,-0.005791777,-0.030001922,-0.120304792,-0.077982153,-0.605748966
58:30.4,4.073288212,-1.747477493,81.54994009,-0.017744865,0.000637436,-0.030428242,-0.120594381,-0.079482249,-0.611764206
58:30.5,4.074285209,-1.746814629,81.56038467,0.004872265,-0.003844944,-0.031315485,-0.120562509,-0.081003662,-0.617793925
58:30.6,4.069484285,-1.750751117,81.57990059,0.007489798,0.002341349,-0.031071872,-0.120754756,-0.082569436,-0.62382205
58:30.7,4.079390447,-1.747546169,81.57110648,-0.015990923,-0.007192669,-0.030697382,-0.120637689,-0.084123029,-0.629859788
58:30.9,4.079664591,-1.747713841,81.60919786,-0.002842284,-0.00143984,-0.031496928,-0.120997322,-0.085657899,-0.635891673
58:31.0,4.076164848,-1.751450865,81.63824867,0.003629085,0.004910712,-0.031639043,-0.121069314,-0.087232745,-0.641941539
58:31.1,4.076164848,-1.751450865,81.63824867,-0.010187594,-0.005799627,-0.031457588,-0.120823779,-0.088814697,-0.647995005
58:31.2,4.067528056,-1.750431167,81.66272109,0.012549402,-0.003236048,-0.031966968,-0.12111376,-0.090387576,-0.654036193
58:31.3,4.06255851,-1.754014171,81.72870753,0.009902151,0.001436144,-0.031339498,-0.121275562,-0.091985925,-0.660091881
58:31.4,4.065748236,-1.750885417,81.75447406,-0.005447299,-0.00405302,-0.03084439,-0.121203755,-0.0935529,-0.66615566
58:31.6,4.073714589,-1.752359033,81.73465598,-0.009143317,0.00352091,-0.031116755,-0.121406406,-0.095095119,-0.672215847
58:31.7,4.076266741,-1.750552889,81.68201778,-0.004438057,-0.004362944,-0.031573921,-0.121230361,-0.096650957,-0.678286168
58:31.8,4.078288384,-1.750561509,81.71629343,-0.003289637,-0.001780226,-0.031795824,-0.121448508,-0.098229653,-0.684347686
58:31.9,4.082861682,-1.75188055,81.69316057,-0.007068341,-0.001568219,-0.031960306,-0.121537519,-0.099819444,-0.690420111
58:32.0,4.082419723,-1.754515603,81.7308682,0.005045827,-0.001363842,-0.032313723,-0.12161593,-0.10141746,-0.696496987
58:32.1,4.082419723,-1.754515603,81.7308682,0.003398186,-0.007359416,-0.032061432,-0.121684122,-0.103033146,-0.702577783
58:32.2,4.086355058,-1.75530759,81.72035072,-0.00583868,-8.71E-05,-0.031891522,-0.122052093,-0.104636217,-0.70866199
58:32.7,4.089532421,-1.755649802,81.69641114,-0.00723816,-0.000890892,-0.032183456,-0.122056449,-0.106230793,-0.714764594
58:32.8,4.084614835,-1.7542488,81.67620025,0.00468613,-0.002779728,-0.032545364,-0.122100993,-0.107839966,-0.720867417
58:32.9,4.082879522,-1.756675343,81.72031052,0.000181493,-0.000953328,-0.032311058,-0.12223998,-0.109467235,-0.726972466
58:33.0,4.086412281,-1.749935717,81.67573307,-0.009165271,-0.011097359,-0.032301983,-0.122287646,-0.111082787,-0.733084465
58:33.1,4.087228547,-1.750904109,81.64787026,-0.003136711,0.002065672,-0.032760247,-0.122842514,-0.112697887,-0.739198848
58:33.2,4.086620032,-1.750258902,81.60377952,-0.001166548,0.001481877,-0.032917082,-0.122739231,-0.114335899,-0.745340973
58:33.4,4.090202241,-1.74962796,81.64819283,-0.005486541,-0.000283684,-0.03297541,-0.122665137,-0.115981753,-0.751477935
58:33.5,4.092598262,-1.751209478,81.63638195,-0.003270868,0.002686383,-0.033249737,-0.122679321,-0.117630524,-0.757611192
58:33.6,4.085460085,-1.74722142,81.62227569,0.009226165,-0.009787181,-0.03341328,-0.122545002,-0.11929301,-0.763745158
58:33.7,4.083182765,-1.750351141,81.61149057,0.001362688,0.002050362,-0.032951972,-0.123034361,-0.120963674,-0.769872408
58:33.9,4.087425365,-1.752648835,81.53697675,-0.007988384,0.004578467,-0.032883837,-0.122931843,-0.122611273,-0.776024126
58:33.9,4.092043183,-1.756563195,81.43963971,-0.003636237,0.006551928,-0.033283257,-0.122702919,-0.124255465,-0.782170718
58:34.1,4.082387932,-1.756767576,81.46063755,0.009725491,-0.00117172,-0.033465068,-0.122375323,-0.125919628,-0.788305864
58:34.2,4.060711156,-1.752653047,81.42812134,0.028257814,-0.012419426,-0.032978794,-0.122433909,-0.127592881,-0.79442463
58:34.3,4.044491566,-1.75731851,81.5051473,0.006520961,0.003547629,-0.031565903,-0.12305488,-0.129241821,-0.800546326
58:34.4,4.039285056,-1.760978308,81.48066563,-0.000616113,0.005423021,-0.031239855,-0.122877499,-0.130820116,-0.80669907
58:34.6,4.04188365,-1.764370777,81.46330316,-0.001253207,0.002829879,-0.031270661,-0.122606348,-0.132382109,-0.812842945
58:34.7,4.037323254,-1.761222197,81.44531192,0.005351976,-0.010095388,-0.031333321,-0.122464854,-0.133945642,-0.818973262
58:34.8,4.040248302,-1.763799363,81.46495291,-0.008617573,0.002729832,-0.031065722,-0.122969623,-0.135512308,-0.825096505
58:34.9,4.058485414,-1.753539531,81.53661603,-0.028649392,-0.008517224,-0.031496601,-0.122833132,-0.137065594,-0.831244986
58:35.0,4.075849849,-1.748177795,81.5092201,-0.020235475,-0.007347963,-0.032929071,-0.123258993,-0.138640424,-0.837386642
58:35.1,4.075056811,-1.758057709,81.49955967,0.007787511,0.013649538,-0.033940844,-0.123626391,-0.140286878,-0.843549592
58:35.3,4.078661404,-1.753420393,81.42795911,-0.004357512,-0.008615971,-0.033551469,-0.122943914,-0.14198392,-0.849730912
58:35.4,4.083355882,-1.751892277,81.42667089,-0.00731082,-0.001354098,-0.033769344,-0.123374713,-0.143661493,-0.855878107
58:35.5,4.079472362,-1.751173663,81.45727304,0.003202548,-0.00173096,-0.034134885,-0.123442418,-0.14534996,-0.862046843
58:35.5,4.081586189,-1.751186149,81.42930276,-0.00332861,-0.001604894,-0.033974758,-0.123528965,-0.147056705,-0.868218964
58:35.7,4.081586189,-1.751186149,81.42930276,0.006771069,-0.007291091,-0.034141189,-0.12360921,-0.148755443,-0.874395412
58:35.7,4.083346617,-1.748039215,81.40414135,-0.003600565,-0.006472844,-0.033802635,-0.123973765,-0.150462502,-0.880575873
58:35.8,4.08085326,-1.747558023,81.43544747,0.001310261,-0.000923459,-0.033982663,-0.124297407,-0.152152634,-0.886774561
58:35.9,4.07986919,-1.751497319,81.43946582,0.004129042,0.002842445,-0.03391715,-0.12434358,-0.153851767,-0.892989431
58:36.0,4.085176134,-1.747517406,81.45252915,-0.006769768,-0.007240475,-0.033710698,-0.124201458,-0.155547624,-0.89920661
