TimeStamp,xVel1,yVel1,xVel2,yVel2
22:42.1,-0.014705539,0.051319881,0.026685518,0.002744918
22:42.2,-0.015362274,0.051684682,0.026723192,0.002564757
22:42.4,-0.016693963,0.05196909,0.027046857,0.002668032
22:42.6,-0.016334258,0.05212895,0.02680698,0.002430706
22:42.8,-0.015612932,0.052275856,0.027105298,0.002564278
22:43.0,-0.015231283,0.052115309,0.026974131,0.002534106
22:43.3,-0.014423856,0.051217233,0.026767947,0.002910999
22:43.6,-0.015704022,0.052512834,0.026922347,0.002543859
22:43.9,-0.015571901,0.053420406,0.027953207,0.002751448
22:44.1,-0.014582428,0.053640372,0.027422259,0.002638037
22:44.2,-0.013910722,0.053857548,0.027833894,0.002927184
22:44.5,-0.014330894,0.054019021,0.028216597,0.0026549
22:44.6,-0.014315361,0.054111563,0.028520164,0.003027585
22:44.8,-0.014401057,0.054478487,0.028472654,0.002701618
22:44.9,-0.014102134,0.054859735,0.028794426,0.002453274
22:45.1,-0.014805936,0.055044206,0.028609253,0.002514398
22:45.3,-0.014955445,0.054626838,0.028634033,0.002292802
22:45.6,-0.014649033,0.054439405,0.028934875,0.002574748
22:45.8,-0.014679323,0.054753968,0.028820334,0.002515689
22:46.0,-0.015017869,0.054830212,0.028879564,0.002294925
22:46.2,-0.014961439,0.054638783,0.029000033,0.002082423
22:46.4,-0.014910698,0.054737406,0.029016932,0.002047265
22:46.6,-0.014775468,0.054821596,0.029114989,0.002394339
22:46.6,-0.014708118,0.055028433,0.029718881,0.002182908
22:46.8,-0.014644075,0.055386939,0.029386723,0.002072273
22:46.9,-0.014936356,0.055344412,0.030032224,0.001894864
22:47.0,-0.014893707,0.055294763,0.030160319,0.002078992
22:47.2,-0.015231282,0.055095554,0.029463505,0.002329136
22:47.3,-0.015177109,0.05513955,0.030414643,0.002352879
22:47.4,-0.015454654,0.055247099,0.030367046,0.002235653
22:47.6,-0.015507348,0.055056621,0.030327518,0.00191785
22:47.7,-0.016066369,0.055034779,0.030486946,0.002062485
22:47.8,-0.016097667,0.055078713,0.030337422,0.00167617
22:48.1,-0.01634013,0.055592054,0.030230289,0.001497077
22:48.5,-0.016420413,0.055924197,0.030343877,0.001556215
22:48.6,-0.016497042,0.055762183,0.030139377,0.001844565
22:48.8,-0.016636268,0.056248756,0.030538931,0.001756164
22:49.1,-0.01634438,0.055866839,0.030630636,0.001798704
22:49.2,-0.016520217,0.056073508,0.03082096,0.002023175
22:49.4,-0.016523794,0.055866784,0.030983235,0.002012362
22:49.5,-0.016416121,0.055620467,0.031703609,0.001935683
22:49.6,-0.016723467,0.056031675,0.031557468,0.002360804
22:49.8,-0.016780979,0.055968666,0.031330446,0.002573358
22:50.0,-0.016786066,0.056280009,0.031284334,0.002670389
22:50.1,-0.017217755,0.056378706,0.031504988,0.002703868
22:50.3,-0.017373895,0.05655056,0.031665115,0.002825565
22:50.6,-0.017102336,0.056537876,0.031389579,0.00294782
22:50.7,-0.016892863,0.056708316,0.031643983,0.003291815
22:50.8,-0.016814622,0.057130143,0.031614928,0.003371123
22:51.1,-0.016737125,0.056913338,0.031969355,0.003122247
22:51.3,-0.016609578,0.057024524,0.0317732,0.003462631
22:51.4,-0.016206926,0.057131351,0.031909898,0.003652885
22:51.7,-0.016718457,0.056952834,0.031616042,0.003251927
22:51.8,-0.016734057,0.057054003,0.031289846,0.003519244
22:52.2,-0.016754057,0.057605214,0.031327783,0.003374787
22:52.6,-0.016658345,0.057375142,0.031346626,0.003410342
22:52.9,-0.016710721,0.057134072,0.03119821,0.00320358
22:53.0,-0.01671084,0.057476253,0.030704926,0.003495745
22:53.3,-0.016945803,0.057276981,0.030528115,0.00359289
22:53.6,-0.016812099,0.057539344,0.030912677,0.003478892
22:53.7,-0.017239372,0.057846102,0.031129105,0.003236442
22:53.9,-0.017304038,0.05812185,0.03148618,0.003360859
22:54.0,-0.017467707,0.058292436,0.031639461,0.003747872
22:54.3,-0.017389875,0.058415275,0.03187788,0.003050814
22:54.4,-0.017306197,0.058153247,0.031923789,0.003327935
22:54.6,-0.017623265,0.058329136,0.031987946,0.00359567
22:54.8,-0.017019123,0.058420956,0.032432773,0.003249922
22:54.9,-0.017257237,0.058308529,0.032808014,0.003321287
22:55.1,-0.017425646,0.058551107,0.032852786,0.003223115
22:55.3,-0.017333009,0.059054712,0.032782532,0.003637535
22:55.4,-0.016883018,0.058912591,0.033155404,0.003965096
22:55.7,-0.01706753,0.059133582,0.032960718,0.003798354
22:55.8,-0.017271856,0.059841781,0.032812858,0.00369977
22:56.0,-0.016694769,0.060486535,0.033252789,0.003829662
22:56.2,-0.0163546,0.060189004,0.033424986,0.003726194
22:56.4,-0.016953362,0.060375751,0.033153531,0.004038598
22:56.9,-0.016635671,0.060711519,0.033190076,0.004294387
22:57.1,-0.016577075,0.061176556,0.032877372,0.004466642
22:57.4,-0.016591738,0.060811765,0.032752118,0.004602598
22:57.5,-0.015989795,0.061228448,0.032421139,0.004770413
22:57.8,-0.015670868,0.061420949,0.032650837,0.005092606
22:58.1,-0.01613622,0.062195206,0.032308099,0.004852026
22:58.3,-0.016341479,0.061771109,0.032837888,0.004644322
22:58.6,-0.016513949,0.061571939,0.03270618,0.00476156
22:58.8,-0.016563396,0.061869039,0.033025307,0.00474447
22:58.9,-0.016727171,0.061920439,0.033684579,0.004976675
22:59.0,-0.015885566,0.06186346,0.033911572,0.005042438
22:59.5,-0.016009311,0.061869888,0.034180347,0.005167425
22:59.6,-0.016603789,0.062141023,0.034717862,0.005213168
23:00.0,-0.016185606,0.061631261,0.034698076,0.00513304
23:00.0,-0.016730665,0.062058772,0.034742325,0.00499227
23:00.2,-0.017252966,0.062284979,0.035087,0.004785009
23:00.3,-0.017579875,0.062112366,0.034639079,0.004660858
23:00.5,-0.01675253,0.06194479,0.034694355,0.004821892
23:01.0,-0.017457762,0.062719484,0.034391947,0.005027473
23:01.1,-0.01799231,0.062492177,0.034928357,0.004877959
23:01.3,-0.01863113,0.062207664,0.034456752,0.004721566
23:01.4,-0.019492021,0.062025363,0.034918713,0.004924577
23:01.6,-0.019181293,0.0624488,0.035129246,0.004999324
23:01.7,-0.018935102,0.06295139,0.035116488,0.004980906
23:01.9,-0.019056731,0.06309573,0.035231975,0.005007555
23:02.1,-0.018765646,0.063237988,0.035341939,0.005480308
23:02.2,-0.019113463,0.063030656,0.035364974,0.005520144
23:02.3,-0.018992231,0.063214362,0.035516962,0.005389043
23:02.5,-0.01913232,0.063284389,0.036062844,0.00515729
23:02.7,-0.019196228,0.063523968,0.036018907,0.005266344
23:02.9,-0.01918843,0.063688388,0.036133641,0.005500801
23:03.3,-0.019318089,0.064104517,0.036268701,0.005424442
23:03.5,-0.019412933,0.064057873,0.036290692,0.004883805
23:03.6,-0.019685209,0.064203368,0.036603159,0.004629789
23:03.7,-0.020009015,0.064597849,0.036938855,0.004637297
23:03.9,-0.020259681,0.064572175,0.036947152,0.00491043
23:04.3,-0.020394825,0.064549859,0.036697392,0.004771092
23:04.4,-0.020371625,0.064527802,0.036787437,0.005273284
23:04.4,-0.020245785,0.065142158,0.036777058,0.005320405
23:04.6,-0.020306626,0.065203619,0.036460748,0.004882738
23:04.9,-0.020378257,0.065450686,0.036488326,0.005048513
23:05.0,-0.020781554,0.065898981,0.036456423,0.004731313
23:05.2,-0.021149754,0.066104688,0.036078896,0.004943822
23:05.5,-0.021256347,0.066275562,0.036210037,0.004625715
23:05.7,-0.021198866,0.066317283,0.03656164,0.005247308
23:05.9,-0.021131563,0.066560715,0.036642149,0.005238797
23:06.1,-0.021383083,0.066617972,0.037059628,0.005433932
23:06.3,-0.021184532,0.066623773,0.036945436,0.005457705
23:06.4,-0.021093916,0.066823584,0.036924653,0.005247967
23:06.6,-0.021171213,0.066917395,0.036692757,0.005083829
23:06.8,-0.020938067,0.066620025,0.036548106,0.005016864
23:06.9,-0.021155319,0.067089732,0.037066856,0.00469721
23:07.1,-0.020736999,0.067455394,0.037026073,0.004402558
23:07.2,-0.020803491,0.068055989,0.037315292,0.004294263
23:07.4,-0.020686152,0.06821621,0.037730036,0.004451294
23:07.5,-0.020896453,0.068358069,0.037491685,0.00420098
23:07.7,-0.021487494,0.068564908,0.037732967,0.004190508
23:07.9,-0.021264182,0.068465751,0.037792689,0.004151713
23:08.0,-0.02156486,0.068630695,0.038118758,0.004490904
23:08.1,-0.021887619,0.069003001,0.038248006,0.004216138
23:08.4,-0.021979425,0.06917003,0.038290337,0.004087738
23:08.4,-0.022108055,0.068998362,0.038462524,0.004052989
23:08.7,-0.022463597,0.068877864,0.0389604,0.004235779
23:08.8,-0.022315876,0.068880862,0.039039647,0.00447854
23:08.9,-0.022339518,0.069310448,0.039270818,0.004767088
23:09.1,-0.022239742,0.069533074,0.039466044,0.004454687
23:09.3,-0.022222087,0.069650322,0.039269037,0.004500125
23:09.4,-0.022420506,0.069682494,0.039336923,0.004218101
23:09.5,-0.022466238,0.069567408,0.039453713,0.004527092
23:09.7,-0.022658326,0.069767002,0.03948552,0.004741877
23:09.8,-0.022584394,0.069745231,0.039885239,0.004743384
23:10.0,-0.022485777,0.070021435,0.039790485,0.004382594
23:10.1,-0.02241821,0.070329358,0.039690182,0.004015028
23:10.3,-0.022507223,0.07072706,0.039720402,0.004167639
23:10.5,-0.022237826,0.070755564,0.039467745,0.004286819
23:10.6,-0.022513509,0.071048347,0.039462919,0.004176513
23:10.8,-0.022550254,0.07151192,0.039629571,0.00410638
23:10.9,-0.0229533,0.071384189,0.039634252,0.003789257
23:11.1,-0.02278518,0.071251692,0.039478421,0.003686975
23:11.2,-0.022211696,0.071315938,0.039703412,0.003703115
23:11.3,-0.021935311,0.071198252,0.039567308,0.003702282
23:11.5,-0.021970382,0.071355173,0.039324889,0.003775295
23:11.7,-0.021838757,0.071760359,0.03919935,0.003592304
23:11.7,-0.022031376,0.072126989,0.038878127,0.003640465
23:12.0,-0.022070766,0.072527654,0.038920541,0.003732475
23:12.1,-0.022096226,0.072703438,0.038958448,0.003270851
23:12.2,-0.022677426,0.07285959,0.038735188,0.003395227
23:12.4,-0.022737551,0.073045475,0.039583443,0.003829511
23:12.5,-0.022671394,0.07336544,0.039595529,0.004252179
23:12.8,-0.022430685,0.073659987,0.039354485,0.004350755
23:13.0,-0.022308296,0.073870922,0.03952158,0.004270419
23:13.1,-0.022106776,0.074063232,0.039750155,0.004564924
23:13.3,-0.022173126,0.074167682,0.039970436,0.004327013
23:13.4,-0.022010854,0.074091422,0.039997232,0.004363945
23:13.5,-0.02238923,0.074166926,0.039540008,0.004253299
23:13.7,-0.022611131,0.074501741,0.039857087,0.003793313
23:13.9,-0.022685961,0.074749929,0.040004449,0.003993024
23:14.1,-0.022788516,0.07473186,0.040230151,0.003985504
23:14.3,-0.022510295,0.07497422,0.039788081,0.003990524
23:14.5,-0.022595071,0.075456246,0.039755562,0.003764296
23:14.6,-0.022373961,0.075350677,0.04008438,0.003813356
23:14.8,-0.022491428,0.075524808,0.040176723,0.004078048
23:14.8,-0.022837815,0.075745941,0.040713179,0.004145243
23:15.0,-0.022913035,0.076138708,0.040835812,0.004127489
23:15.1,-0.023059697,0.076301367,0.040696207,0.003881886
23:15.2,-0.022865858,0.076527826,0.041306777,0.004208093
23:15.4,-0.022968718,0.076644782,0.041388304,0.004282086
23:15.7,-0.023151101,0.076657949,0.041320679,0.004485605
23:15.9,-0.023095723,0.076833526,0.041355411,0.004866579
23:16.0,-0.023404668,0.076915055,0.041156222,0.0047972
23:16.2,-0.023088849,0.07676552,0.041561655,0.004826632
23:16.2,-0.023175,0.076784783,0.041624795,0.004684628
23:16.4,-0.023162428,0.077169336,0.041322512,0.004739475
23:16.6,-0.023348876,0.077430338,0.040855077,0.004769119
23:16.7,-0.023438273,0.077864639,0.041055072,0.00450382
23:16.9,-0.023854283,0.07827004,0.041215629,0.004590016
23:17.0,-0.024014424,0.078406497,0.040861681,0.004439879
23:17.2,-0.023902736,0.078512741,0.040648756,0.004739937
23:17.3,-0.024174976,0.078746497,0.041451952,0.004628427
23:17.5,-0.024184312,0.079147388,0.041828445,0.004257264
23:18.0,-0.024228755,0.079458937,0.042357286,0.003945518
23:18.2,-0.024052767,0.080037695,0.041489538,0.004122535
23:18.4,-0.024076374,0.080245574,0.041841505,0.004098149
23:18.5,-0.024108863,0.080209691,0.041918585,0.004267834
23:18.6,-0.024210041,0.080589863,0.041835046,0.004507815
23:18.7,-0.02435344,0.080895642,0.042350632,0.004560334
23:18.9,-0.024252837,0.081097699,0.042424376,0.004790681
23:19.0,-0.024537311,0.081124558,0.043192129,0.004773957
23:19.1,-0.024144683,0.081021004,0.043388523,0.004272336
23:19.3,-0.024054097,0.081096888,0.043186858,0.005116798
23:19.4,-0.024319928,0.08103787,0.044056683,0.004333915
23:19.6,-0.024754138,0.080908205,0.043509854,0.004473744
23:19.7,-0.024586843,0.081137213,0.044191046,0.004453097
23:20.0,-0.02468881,0.08095943,0.044110989,0.004730987
23:20.1,-0.024821819,0.081312046,0.043832296,0.005346563
23:20.2,-0.024595389,0.081473213,0.043981152,0.005396304
23:20.3,-0.02434099,0.081632977,0.043500051,0.005359431
23:20.5,-0.024562871,0.081960726,0.043400826,0.005958256
23:20.6,-0.024549455,0.082317602,0.043064817,0.005488086
23:20.8,-0.025027198,0.082496229,0.043658256,0.005318741
23:20.9,-0.025007569,0.082640987,0.044270504,0.005582831
23:21.0,-0.02508283,0.082636347,0.044308266,0.005461
23:21.1,-0.025086692,0.082942738,0.044916862,0.005648622
23:21.3,-0.025069609,0.083107727,0.045065303,0.005546795
23:21.5,-0.024778213,0.083388862,0.044646649,0.005748687
23:21.6,-0.02495099,0.083459366,0.044762855,0.005551243
23:21.7,-0.025239773,0.083497275,0.044288798,0.005770438
23:21.9,-0.025437986,0.08381649,0.04437397,0.005755906
23:22.1,-0.025576283,0.08400947,0.043937922,0.005757501
23:22.2,-0.025705718,0.084311974,0.044222148,0.005938687
23:22.5,-0.025721094,0.084399061,0.044078599,0.006135695
23:22.7,-0.025809127,0.084658399,0.044122603,0.006026127
23:22.9,-0.025749241,0.084910938,0.04419347,0.005981111
23:23.0,-0.025657613,0.085051949,0.044294766,0.006388869
23:23.1,-0.025403048,0.084800245,0.044352094,0.006910701
23:23.2,-0.02582565,0.085008492,0.044195768,0.00664242
23:23.4,-0.026065559,0.084964718,0.043645492,0.00711517
23:23.6,-0.02578153,0.085416901,0.043562294,0.007148574
23:23.7,-0.025710482,0.085436483,0.043737494,0.007162022
23:23.7,-0.025405493,0.085722698,0.043819776,0.007057043
23:23.9,-0.02550111,0.085858028,0.043480908,0.006990441
23:24.1,-0.025429407,0.086014127,0.04387033,0.007209431
23:24.3,-0.025419527,0.086285798,0.043263926,0.007213385
23:24.4,-0.025411087,0.086361784,0.04371703,0.007225668
23:24.6,-0.025743708,0.086346735,0.044058096,0.007051752
23:24.7,-0.025981249,0.08662387,0.044339342,0.007225148
23:24.8,-0.025651607,0.086694834,0.044780048,0.007461861
23:25.0,-0.025783629,0.087024513,0.044441365,0.007299615
23:25.2,-0.026346033,0.08740775,0.044292617,0.007296085
23:25.4,-0.026501239,0.087359606,0.044599875,0.007687732
23:25.5,-0.026829407,0.087509441,0.044501795,0.007247511
23:25.7,-0.026766152,0.08791546,0.044324953,0.007107072
23:25.9,-0.02720054,0.087817783,0.044481181,0.00709751
23:26.0,-0.027474642,0.087726545,0.04466386,0.007248442
23:26.2,-0.027446442,0.087816644,0.044496162,0.007317737
23:26.3,-0.027777916,0.087633861,0.044585016,0.007574609
23:26.5,-0.028104442,0.087499215,0.04439501,0.007304671
23:26.6,-0.028127061,0.087532221,0.044502872,0.007561976
23:26.8,-0.02824044,0.087667469,0.045318975,0.007721638
23:27.0,-0.028055371,0.087911136,0.045257756,0.007237028
23:27.1,-0.028151768,0.087977866,0.045386668,0.007177901
